center,left,right,steering,throttle,brake,speed
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_01_743.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_01_743.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_01_743.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_01_811.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_01_811.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_01_811.jpg,-0.15,1,0,30.18424
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_01_880.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_01_880.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_01_880.jpg,-0.35,1,0,30.16346
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_01_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_01_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_01_949.jpg,0,1,0,30.18886
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_016.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_016.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_016.jpg,0,1,0,30.18919
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_086.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_086.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_086.jpg,-0.1,1,0,30.1896
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_154.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_154.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_154.jpg,-0.25,1,0,30.17768
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_223.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_223.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_223.jpg,0,1,0,30.18918
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_298.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_298.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_298.jpg,0,1,0,30.18983
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_365.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_365.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_365.jpg,0,1,0,30.19017
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_439.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_439.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_439.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_513.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_513.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_513.jpg,0,1,0,30.19032
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_585.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_585.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_585.jpg,0,1,0,30.19034
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_656.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_656.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_656.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_726.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_726.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_726.jpg,-0.15,1,0,30.18435
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_796.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_796.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_796.jpg,-0.3,1,0,30.16948
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_868.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_868.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_868.jpg,0,1,0,30.18998
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_02_941.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_02_941.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_02_941.jpg,0,1,0,30.19017
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_010.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_010.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_010.jpg,-0.15,1,0,30.18606
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_082.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_082.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_082.jpg,0,1,0,30.18975
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_155.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_155.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_155.jpg,0,1,0,30.19023
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_227.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_227.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_227.jpg,-0.1,1,0,30.18841
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_301.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_301.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_301.jpg,-0.3,1,0,30.17035
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_367.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_367.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_367.jpg,0,1,0,30.18889
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_442.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_442.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_442.jpg,-0.1,1,0,30.18947
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_510.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_510.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_510.jpg,-0.25,1,0,30.17779
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_578.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_578.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_578.jpg,0,1,0,30.18202
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_647.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_647.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_647.jpg,-0.15,1,0,30.19016
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_719.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_719.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_719.jpg,-0.35,1,0,30.17152
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_792.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_792.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_792.jpg,0,1,0,30.18808
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_867.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_867.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_867.jpg,0,1,0,30.18987
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_03_938.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_03_938.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_03_938.jpg,0,1,0,30.18977
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_005.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_005.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_005.jpg,0,1,0,30.19034
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_074.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_074.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_074.jpg,0,1,0,30.19029
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_149.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_149.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_149.jpg,0,1,0,30.19031
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_222.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_222.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_222.jpg,-0.2,1,0,30.18007
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_295.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_295.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_295.jpg,0,1,0,30.18976
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_366.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_366.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_366.jpg,0,1,0,30.19026
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_439.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_439.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_439.jpg,-0.2,1,0,30.18094
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_512.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_512.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_512.jpg,0,1,0,30.19078
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_582.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_582.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_582.jpg,-0.05,1,0,30.19011
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_651.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_651.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_651.jpg,-0.2,1,0,30.18213
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_724.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_724.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_724.jpg,0,1,0,30.1893
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_800.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_800.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_800.jpg,-0.1,1,0,30.18922
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_876.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_876.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_876.jpg,-0.25,1,0,30.17756
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_04_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_04_949.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_04_949.jpg,0,1,0,30.19004
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_025.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_025.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_025.jpg,-0.1,1,0,30.18906
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_092.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_092.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_092.jpg,-0.25,1,0,30.17698
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_162.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_162.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_162.jpg,0,1,0,30.19003
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_238.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_238.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_238.jpg,-0.15,1,0,30.18632
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_308.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_308.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_308.jpg,0,1,0,30.18676
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_375.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_375.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_375.jpg,0,1,0,30.19002
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_444.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_444.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_444.jpg,-0.1,1,0,30.18907
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_512.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_512.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_512.jpg,0,1,0,30.18796
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_583.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_583.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_583.jpg,0,1,0,30.19056
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_658.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_658.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_658.jpg,0,1,0,30.18822
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_725.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_725.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_725.jpg,0,1,0,30.19046
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_794.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_794.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_794.jpg,0,1,0,30.19044
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_868.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_868.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_868.jpg,0,1,0,30.18875
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_05_936.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_05_936.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_05_936.jpg,0,1,0,30.19117
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_008.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_008.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_008.jpg,-0.2,1,0,30.17958
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_076.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_076.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_076.jpg,-0.35,1,0,30.16342
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_154.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_154.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_154.jpg,0,1,0,30.18955
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_221.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_221.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_221.jpg,-0.15,1,0,30.18713
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_296.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_296.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_296.jpg,0,1,0,30.19005
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_372.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_372.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_372.jpg,0,1,0,30.19017
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_448.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_448.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_448.jpg,-0.15,1,0,30.18566
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_515.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_515.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_515.jpg,0,1,0,30.19063
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_591.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_591.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_591.jpg,0,1,0,30.19
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_666.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_666.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_666.jpg,-0.2,1,0,30.18033
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_742.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_742.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_742.jpg,0,1,0,30.19068
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_809.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_809.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_809.jpg,0,1,0,30.19003
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_877.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_877.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_877.jpg,0,1,0,30.18975
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_06_952.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_06_952.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_06_952.jpg,-0.2,1,0,30.18198
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_028.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_028.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_028.jpg,0,1,0,30.19058
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_096.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_096.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_096.jpg,0,1,0,30.18974
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_166.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_166.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_166.jpg,0,1,0,30.19018
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_234.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_234.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_234.jpg,0,1,0,30.19022
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_304.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_304.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_304.jpg,0,1,0,30.19021
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_372.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_372.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_372.jpg,0,1,0,30.19022
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_441.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_441.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_441.jpg,0,1,0,30.19016
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_511.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_511.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_511.jpg,0,1,0,30.19019
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_578.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_578.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_578.jpg,0,1,0,30.19019
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_646.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_646.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_646.jpg,0,1,0,30.19021
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_714.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_714.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_714.jpg,0,1,0,30.19025
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_785.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_785.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_785.jpg,0,1,0,30.19067
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_853.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_853.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_853.jpg,0,1,0,30.19053
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_07_929.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_07_929.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_07_929.jpg,0,1,0,30.1901
C:\Users\helpdesk\Documents\MouraeGui\IMG\center_2018_05_22_15_44_08_004.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\left_2018_05_22_15_44_08_004.jpg,C:\Users\helpdesk\Documents\MouraeGui\IMG\right_2018_05_22_15_44_08_004.jpg,-0.2,1,0,30.17985
